Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	1_01	1_02	1_03	1_04	1_05	1_06	1_07	1_08	1_09	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	1_21	1_22	1_23	1_24	1_25	1_26	1_27	1_28	1_29	1_30	1_31	1_32	1_33	1_34	1_35	1_36	1_37	1_38	1_39	1_40	2_01	2_02	2_03	2_04	2_05	2_06	2_07	2_08	2_09	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	2_21	2_22	2_23	2_24	2_25	2_26	2_27	2_28	2_29	2_30	2_31	2_32	2_33	2_34	2_35	2_36	2_37	2_38	2_39	2_40	3_01	3_02	3_03	3_04	3_05	3_06	3_07	3_08	3_09	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	3_21	3_22	3_23	3_24	3_25	3_26	3_27	3_28	3_29	3_30	3_31	3_32	3_33	3_34	3_35	3_36	3_37	3_38	3_39	3_40	4_01	4_02	4_03	4_04	4_05	4_06	4_07	4_08	4_09	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	4_21	4_22	4_23	4_24	4_25	4_26	4_27	4_28	4_29	4_30	4_31	4_32	4_33	4_34	4_35	4_36	4_37	4_38	4_39	4_40	5_01	5_02	5_03	5_04	5_05	5_06	5_07	5_08	5_09	5_10	5_11	5_12	5_13	5_14	5_15	5_16	5_17	5_18	5_19	5_20	5_21	5_22	5_23	5_24	5_25	5_26	5_27	5_28	5_29	5_30	5_31	5_32	5_33	5_34	5_35	5_36	5_37	5_38	5_39	5_40	6_1	6_2	6_3	6_4	6_5	6_6	6_7	6_8	6_9	6_10	6_11	6_12	6_13	6_14	6_15	6_16	6_17	6_18	6_19	6_20	6_21	6_22	6_23	6_24	6_25	6_26	6_27	6_28	6_29	6_30	6_31	6_32	6_33	6_34	6_35	6_36	6_37	6_38	6_39	6_40	7_1	7_2	7_3	7_4	7_5	7_6	7_7	7_8	7_9	7_10	7_11	7_12	7_13	7_14	7_15	7_16	7_17	7_18	7_19	7_20	7_21	7_22	7_23	7_24	7_25	7_26	7_27	7_28	7_29	7_30	7_31	7_32	7_33	7_34	7_35	7_36	7_37	7_38	7_39	7_40	8_1	8_2	8_3	8_4	8_5	8_6	8_7	8_8	8_9	8_10	8_11	8_12	8_13	8_14	8_15	8_16	8_17	8_18	8_19	8_20	8_21	8_22	8_23	8_24	8_25	8_26	8_27	8_28	8_29	8_30	8_31	8_32	8_33	8_34	8_35	8_36	8_37	8_38	8_39	8_40	9_1	9_2	9_3	9_4	9_5	9_6	9_7	9_8	9_9	9_10	9_11	9_12	9_13	9_14	9_15	9_16	9_17	9_18	9_19	9_20	9_21	9_22	9_23	9_24	9_25	9_26	9_27	9_28	9_29	9_30	9_31	9_32	9_33	9_34	9_35	9_36	9_37	9_38	9_39	9_40	10_1	10_2	10_3	10_4	10_5	10_6	10_7	10_8	10_9	10_10	10_11	10_12	10_13	10_14	10_15	10_16	10_17	10_18	10_19	10_20	10_21	10_22	10_23	10_24	10_25	10_26	10_27	10_28	10_29	10_30	10_31	10_32	10_33	10_34	10_35	10_36	10_37	10_38	10_39	10_40
A0A0F9YRA8	A0A0F9YRA8	A0A0F9YRA8_9MICR	AAJ76_3200029723	Structural maintenance-chromosome 1													6486.6								872.284	8955.58	84393.9	129615	156880	122352	105362	89579.7	83612.7	44395.8	35165.5	73514	57845	25950.4	34062.7	32355.4	28750.3	7549.58	15313.6	22081.9	4074.33																					9946.88	60522.7	104007	129822	133264	145197	135111	83257.8	23179.1	16914.6	10426.6	12284.7	15807.3		19233.8		23356.5	15581.2	26383.1																						8960.12	118527	155088	159161	123505	58565.5	114802	34235.1	32564.3	25124.9		22658.3		10160.4	11091.1	10802.3	8893.25		13163																								4393.32	54481.7	111380	72439.1	80584.8	73096.1	78951.5	68960.9	37455.1	13794.6	10886.9	9157.32	17638.2	12246.2	9805.13	9698.89	9834.2																							2795.57	73155.8	181101	212411	166759	156695	140347	113340	66669	41788.6	27032.1	19472.1	12720.6	21464.5	11998	7586.01	7978.67	6142.18																										490.336	25867.9	105444	109874	134316	64799.7	19681.1	54788.3	20506.8	13936.1	16397.8	27318.7	10995.6	15274.9	11265.7																								2561.48	31755.8	130747	249456	89334.7	24458.1	89854.6	114963	185844	51699	56063.8	17560.6	12107.1	79960.1		22063																									13892.8	69341.6	173689	129923	86792.5	83985.8	77086.6	36240.6	15525.9	12922.1	22328.4	7620.39				10739.4	16638.8																						1178.18	6031.49	93076.3	144390	124723	60132.6	84097.1	74209.6	82471.4	34307	21880.5	47697.5	20069.1	15664	30076.2	29558.6	30085.8	11820.8	21067.8																								23084.1	96732.1	106870	53311	115460	36724	43285.7	12870.1	9299.17	8445.41		6172.27	8532.02	13392.5	11583.2	13024.6	4085.9
A0A0F9YSK1	A0A0F9YSK1	A0A0F9YSK1_9MICR	AAJ76_1900052113	Nop5-like nucleolar protein	2291.43	3023.36			17194.8		13566.5	18552.7	13571.9	3023.13	3870.92	1699.51	1155.04	2945.43	2721.19	9122.23	60838.2	133902	60282.9	27202.1	10533.4	6702.16	8079.05	41833.5	6082.32	5517.91	3207.66	4164.25	4886.88	6141.69	2938.81	11057.5	6947.29	9558.47	6726.97	13444	8569.41	5996.81	10541.8	12643.2										445.28		1046.41	813.551	1286.92	1700.4	3445.63	57640.8	85422.2	46136.8	23991.3	10080	7125.49	9584.76	5751.69	9801.34	4694.98	4622.84	4352.22	10395.4	3397.88	5987	5163.13	7727.69	8158.82		13283.9		8074.48	6328.04	9302.55									609.487	545.888		884.338	983.827	1809.51	2074.39	6415.09	67299.3	117339	60232.9	19201.6			4434.63	4940.52	6202.06	3303.01	4909.2	4658.54	3312.59	5696.49	4796.87							10413.3							39771.6					45090.7												13675.3	8058.33	4868.99	8170.98	4268.03		2222.46	1877.34	1285.82				6200.03			3074.9	12363.2	9607.16	6230.57	1042.21											567.332	682.502		929.181	1150.03	1786.56	28915.1	106834	52920	23529.3	10595.5	6493.3	5175.88	6353.3	5116.89	3422.4	5078.46	5026.95	6475.86	4941.15	4325.42	5437.35	6943.36	5391.29	9473.65	10008.8	10915.3	11386.4	7616.82								52618.3				26352					1795.92	2128.25	3493.67	5447.44	22872.7	169739	109048	45066.5	19692	12156.5	7236.02	5965.78	6147.34	5815.19	4507.47		7241.98	5499.68	4760.59	7960.45	7978.84	6833.18	7421.64	5738.02															6911.49			3143.56	20909.6	43668.1	19939.8	9163.54	2983.04	1926.99	1920.16	2477.04	4310.52						56259.6			3349.56	2766			20526.5														9123.24		4152.48		3800.44	24615.8	15976.6	7970.62	4903.03	2434.6	1954.32	2002.71	2013.11								4242.4								36635.8															3478.41	39395.7	53298.3	34213	16448.9	7379.17	5044.07	4783.84	9491.55	1737.84	11353.3	1748	3695.08	4986.81			6062.25			5803.26				4588.98							17393.4									938.38	1599.45	22335.7	52112.8	27354.8	18690.3	5190.44	5723.1	4253.12	3994.89	2287.27	8058.95	2510.04	4296.42		2222.41								3000.29	5917.42
A0A0F9YSX2	A0A0F9YSX2	A0A0F9YSX2_9MICR	AAJ76_1500044498	Proteasome subunit alpha type-5																																												5243.42	9126.3	10365.1																																																																																																																																																																			10264.2	8734.08																																																																																																																																																																																														
A0A0F9YT25	A0A0F9YT25	A0A0F9YT25_9MICR	AAJ76_1400049530	Triosephosphate isomerase																																																																																																																																															3140.48																																																																																	2470.75		3955.06	1362.16	1263.46																																																																										3696.6																																																																																																		
A0A0F9YTR9	A0A0F9YTR9	A0A0F9YTR9_9MICR	AAJ76_1000055656	Protein argonaute-2																																																								634.167	975.313	1037.48	772.49					1467.6																																									3165.56																																			2077.97																																																																															1029.7	875.298	1018.08	1621.58	1822.57	1150.57	496.75		920.65																																																																								2147.08																																													812.637																																																								
A0A0F9YTV5	A0A0F9YTV5	A0A0F9YTV5_9MICR	AAJ76_900029721	Replication protein A subunit																																																																																																																																																																																																																													851.862																																																																																																																																																																																			
A0A0F9YU17	A0A0F9YU17	A0A0F9YU17_9MICR	AAJ76_800017153	Tetratricopeptide repeat protein 27		2479.67													3353.14	10183	11838.9	8740.51		2463.7		1628.42													4632.72																627.455			1019.56		6116.15	10674.9	7365.07	3546.63	2128.97	1927.73	1894.37	3716.92																																1636.27	4919.67	8140.2	5725.08	2554.63												3739.42																											7441.42			7835.52	2539.33			2353.92																												1238.72		1453.6		4927.03	6332.9	9289.66	5786.14	2967.71	1654.9	1574.5	1686.7																																			2387.83	6160.53	10934.6	12019.9	8552.77	4379.13	2507.7	1662.12		1759.23																														8695.1		9232.71	5676.16		1159.82			2004.65																															4657.92	8774.79	11418.1	9450.9	3385		1538		1477.7																															5124.68	8727.93	12835.1	10090.7	4383.1					4174.21		3050.6																												2203.6		7229.83	9344.72	10460.2	6377.72	4933.5						3198.2													
A0A0F9YUU5	A0A0F9YUU5	A0A0F9YUU5_9MICR	AAJ76_500027606	Phosphoacetyl-glucosamine mutase																																																													461.364				1976.97																																																																																																																																																															307.237	490.02	440.419																																																																																																																																																																														
A0A0F9YVB9	A0A0F9YVB9	A0A0F9YVB9_9MICR	AAJ76_4000112883	Glyceraldehyde-3-phosphate dehydrogenase																																											2569.24			2322.1		1311.28			1030.89	1144.64	3541.14	4988.38	12791.3	23027.4	17471.5	7544.33	2666.32	1395.38																																																																										1537.45		9728.68		12752.5		1111.18		356.508	229.129																			3197.99																																									7251.83												2521.08	1628.07	1949.64	2742.91	4985.98	15124.5	18130.7	8583.34	1839.02	1035.39		8844.09													2700.99																																																									7183.86	10729.6	20748	14755.2	4271.32	1595.98																																																																										1351.37	3130.41	8340.89	7481.27	2735.66	779.418																				
A0A0F9YW17	A0A0F9YW17	A0A0F9YW17_9MICR	AAJ76_10008591	Uncharacterized protein																																															4161.24	3729.92	3614.14	1475.72																																																																																																																																																																		4245.36	5580.56	5630.97	3111.13																																																																										5062.67	5711.42																																																																																																														
A0A0F9Z835	A0A0F9Z835	A0A0F9Z835_9MICR	AAJ76_1170002375	Heat shock protein 90																																																			1948.94	2393.32																18583.4																																																																															12532.1	4312.68	6064.84	9304.55	13293.8																																																																			814.045											6933.63	10612.6																																																																												3452.74	11639	13767.1	16548.4	27865.5																																																																																										
A0A0F9Z8H2	A0A0F9Z8H2	A0A0F9Z8H2_9MICR	AAJ76_1040009776	Nuclear movement protein																																																																	3821.07																																																																																			2851.01																																																																																	4214.07	12686.2	8108.5		3947.02	2896.69		4640.51	5489.45																																																																																																																																																																			
A0A0F9Z8M9	A0A0F9Z8M9	A0A0F9Z8M9_9MICR	AAJ76_970004741	Deoxyuridine 5 triphosphate nucleotidohydrolase																																																													5466.78	7880.98	3646.91	3784.86	4956.59																																																																													2776.13	7193.27	17959	7707.1	3399.45																																																																													803.019	1154.25	3955.67	13632.9	12387.6	2895.07	2436.17	2708.17																																																																								3311.98	16501.5	19715.9	9305.05	5378.58																																																																												1396.7	7857.67	8272.14	2900.49	1681.57														
A0A0F9Z951	A0A0F9Z951	A0A0F9Z951_9MICR	TIF6	Eukaryotic translation initiation factor 6																																																																																																																																																																																																																							2191.42											1354.07	2174.34	2113.24	2126.17																																																																																																																																																																											
A0A0F9Z973	A0A0F9Z973	A0A0F9Z973_9MICR	AAJ76_800003767	Uncharacterized protein																2276.21	5100.43	2914.93	794.417	567.824																																				1299.79	4925.62	3412.91	677.856																																				746.276	2710.05	3137.33	406.06																																								394.613		7375.94	6113.29	962.491		760.023																																	2505.75	3176.67	4374.46	976.074	713.58																																							660.477	11112.7	5930.07	3579.94	1118.16																																																																																																																	824.58	5591.83	3560.97	981.894																																					879.035	4339.25	8130.25	3243.37	2876.28	734.021	811.876																	
A0A0F9Z9D3	A0A0F9Z9D3	A0A0F9Z9D3_9MICR	AAJ76_710001864	20s proteasome core particle subunit alpha 4																																												7830.08	16415.1	10193.8	4076.75	5997.07			2288.52																																																																										11653.2																																																																2532.71																			20466.4	43947	20712.1	10556.7	5403.81		3296.35																																																																							18743.5	15989.4	15489.8																																																																																																																	
A0A0F9ZA78	A0A0F9ZA78	A0A0F9ZA78_9MICR	AAJ76_4900011184	40s ribosomal protein s7																																																																1441.87	1497.95																																																																																	782.526																																																																																		1033.44	3065.16	2385.94	1096.44																																																																											1681.5																		3393.45																																																																												
A0A0F9ZBT0	A0A0F9ZBT0	A0A0F9ZBT0_9MICR	AAJ76_310009488	Aminopeptidase																																																								1439.61	1528.79	1364.07	487.563																																																																																		1009.86																																				1617.89																																				1873.1								3665.64	3991.35	1270.36																																																																												2097.04																												30287.7																																																																									
A0A0F9ZE72	A0A0F9ZE72	A0A0F9ZE72_9MICR	AAJ76_1100044618	Heat shock 70 kDa protein 4l	2387.73																															10095.1																			1702.04	1999.09	3596.62	3242.03	1148.89																					30033.3																																																												2761.56																						15586.6				3756.21																																																					3360.81	4422.85	4108.96	5624.57	7398.58	1748.8				381.612	413.915			1589.12	1254.47	1460.76																																																																2643.45	3932.02	3749.83																		8776.29	23264.8		19833.4																																				8284.57																																															
